Respondent ID: Respondent ID,Language: Language,Q1: What is your age?,Q48: What best describes your location?,Q2 Recoded: What is your preferred language?,Q3: How well can you read and write in English?,Q4: Has the general preference for use of English in open source negatively affected your ability to participate?,Q28: Which best describes your employment (paid work) status?,"Q29: In your main job, how often do you contribute to open source communities?","Q44: Do you identify as a person with a dis/ability? For the purpose of this survey we define dis/ability as a long-term physical, mental, intellectual, or sensory impairment which, in interaction with various attitudinal and environmental barriers, hinders your full and effective participation in society on an equal basis with others.","Q49_01: With which racial background(s) do you identify? If multiracial, check all that apply. Asian","Q49_02: With which racial background(s) do you identify? If multiracial, check all that apply. Black","Q49_03: With which racial background(s) do you identify? If multiracial, check all that apply. Hispanic/Latinx","Q49_04: With which racial background(s) do you identify? If multiracial, check all that apply. Native or Indigenous","Q49_05: With which racial background(s) do you identify? If multiracial, check all that apply. Pacific Islander","Q49_06: With which racial background(s) do you identify? If multiracial, check all that apply. White","Q49_07: With which racial background(s) do you identify? If multiracial, check all that apply. Prefer not to answer","Q49_08_None of above the above: With which racial background(s) do you identify? If multiracial, check all that apply. None of the above",Q50_01: What is your gender? Woman,Q50_02: What is your gender? Man,Q50_03: What is your gender? Non-binary / third gender,Q50_04: What is your gender? Prefer not to answer,Q50_05: What is your gender? Other,"Q51: Do you consider yourself to be gender non-conforming, gender diverse, gender variant, or gender expansive?",Q52: Do you consider yourself to be transgender?,Q53_01: What is your sexual orientation? (check all that apply)? Asexual,Q53_02: What is your sexual orientation? (check all that apply)? Bisexual,Q53_03: What is your sexual orientation? (check all that apply)? Gay,Q53_04: What is your sexual orientation? (check all that apply)? Heterosexual or straight,Q53_05: What is your sexual orientation? (check all that apply)? Questioning,Q53_06: What is your sexual orientation? (check all that apply)? Lesbian,Q53_07: What is your sexual orientation? (check all that apply)? Pansexual,Q53_08: What is your sexual orientation? (check all that apply)? Queer,Q53_09: What is your sexual orientation? (check all that apply)? Prefer not to answer,Q53_None_of_the_above: What is your sexual orientation? (check all that apply)? None of the above
12831073328,English,25 to 34 years,Europe,French,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831073395,English,35 to 44 years,Europe,All other answers,Moderately well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831074646,English,35 to 44 years,Europe,English,Moderately well,No,Self-Employed full or part time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831078073,English,55 to 64 years,Europe,All other answers,Moderately well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12831078213,English,18 to 24 years,Europe,English,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831078551,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831086810,English,55 to 64 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,,Non-binary / third gender,,,Yes,Questioning,,,,,,,,Queer,,
12831093007,English,25 to 34 years,Europe,English,Moderately well,No,Employed full time,Occasionally,No,,,,,,,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12831094517,English,45 to 54 years,Europe,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831106073,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,,
12831108594,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831111871,English,35 to 44 years,Europe,Spanish,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831119375,English,45 to 54 years,Europe,English,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831120116,English,35 to 44 years,Europe,French,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,Bisexual,,,,,,,,
12831120785,English,45 to 54 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831126526,English,45 to 54 years,Europe,French,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831131699,English,45 to 54 years,Europe,German,Very well,No,Self-Employed full or part time,Rarely,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12831132194,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831139404,English,18 to 24 years,Europe,All other answers,Not very well,Prefer not to say,Employed part time,Occasionally,"Yes, I identify as a person with a dis/ability",,,,,,,,,Woman,,,,,Yes,Yes,Asexual,Bisexual,,,,,,,,
12831143034,English,35 to 44 years,Europe,English,Very well,No,Self-Employed full or part time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831147387,English,35 to 44 years,Europe,English,Very well,Yes,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831151253,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Frequently,No,,,,,,,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12831159627,English,35 to 44 years,Europe,Spanish,Very well,No,Employed full time,Never,No,,,,,,,,,Woman,,,,,No,No,,Bisexual,,,,,,,,
12831168067,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Never,No,,,,,,,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12831168398,English,45 to 54 years,Europe,English,Very well,No,Self-Employed full or part time,Rarely,No,,,,,,,,,,Man,,,,No,No,Asexual,Bisexual,Gay,Heterosexual or straight,Questioning,Lesbian,Pansexual,Queer,Prefer not to answer,
12831170938,English,18 to 24 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,Pansexual,,,
12831171302,English,45 to 54 years,Europe,All other answers,Very well,No,Self-Employed full or part time,Rarely,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12831174126,English,25 to 34 years,Europe,English,Very well,No,Employed full time,Occasionally,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831197289,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831199175,English,45 to 54 years,Europe,English,Moderately well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,,,,,,Prefer not to answer,
12831200219,English,45 to 54 years,Europe,All other answers,Moderately well,Yes,Employed full time,Never,No,,,,,,,,,,Man,,,,Questioning,No,,,,,,,,,Prefer not to answer,
12831202352,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Frequently,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831202809,English,55 to 64 years,Europe,English,Very well,No,Self-Employed full or part time,Occasionally,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831214485,English,25 to 34 years,Europe,German,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831223751,English,35 to 44 years,Europe,French,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831227882,English,35 to 44 years,Europe,French,Moderately well,No,Employed part time,Never,No,,,,,,,,,,Man,,,,Questioning,No,,,,Heterosexual or straight,,,,,,
12831248501,English,45 to 54 years,Europe,All other answers,Moderately well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831278138,English,35 to 44 years,Europe,All other answers,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12831284499,English,35 to 44 years,Europe,English,Moderately well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831285197,English,35 to 44 years,Europe,Portuguese,Very well,No,Employed full time,Never,No,,,,,,,,,Woman,,,,,No,No,,Bisexual,,,,,,Queer,,
12831289343,English,25 to 34 years,Europe,All other answers,Very well,No,Temporarily not working,,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831297101,English,45 to 54 years,Europe,All other answers,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12831329347,English,75 years or older,Europe,English,Very well,No,Retired,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831333029,English,25 to 34 years,Europe,English,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831334334,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831340388,English,25 to 34 years,Europe,All other answers,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831342557,English,65 to 74 years,Europe,English,Very well,No,Retired,,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12831346896,English,25 to 34 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831378000,English,45 to 54 years,Europe,All other answers,Moderately well,No,Employed full time,Frequently,No,,,,,,,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12831396431,English,45 to 54 years,Europe,English,Very well,No,Employed part time,Never,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,Bisexual,,,,,,,,
12831399910,English,45 to 54 years,Europe,English,Very well,No,Employed part time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831406001,English,45 to 54 years,Europe,French,Very well,No,,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831407296,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Never,"Yes, I identify as a person with a dis/ability",,,,,,,,,Woman,,,,,No,No,,,,,,,,,,None of the above
12831457992,English,55 to 64 years,Europe,French,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,Bisexual,,,,,,,,
12831470318,English,45 to 54 years,Europe,English,Very well,No,Self-Employed full or part time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831488039,English,45 to 54 years,Europe,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831493374,English,25 to 34 years,Europe,All other answers,Very well,No,Other,,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,Prefer not to answer,No,,,,,,,,,Prefer not to answer,
12831498274,English,35 to 44 years,Europe,All other answers,Moderately well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831500731,English,45 to 54 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831524217,English,35 to 44 years,Europe,English,Moderately well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831528183,English,35 to 44 years,Europe,French,Very well,No,Other,,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831534508,English,25 to 34 years,Europe,All other answers,Not very well,No,Temporarily not working,,No,,,,,,,,,,Man,,,,,,,,,,,,,,,
12831546977,English,35 to 44 years,Europe,All other answers,Very well,No,Self-Employed full or part time,Occasionally,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831549882,English,55 to 64 years,Europe,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831605056,English,45 to 54 years,Europe,English,Very well,Yes,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831609232,English,35 to 44 years,Europe,English,Very well,No,Temporarily not working,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831625845,English,35 to 44 years,Europe,German,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,Bisexual,,,,,,,,
12831636020,English,45 to 54 years,Europe,German,Moderately well,No,Employed part time,Occasionally,No,,,,,,,,,,,Non-binary / third gender,,,Questioning,Questioning,,,,,Questioning,,,,,
12831641006,English,25 to 34 years,Europe,German,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,Asexual,,,,,,,,,
12831654143,English,35 to 44 years,Europe,German,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831656858,English,45 to 54 years,Europe,English,Moderately well,Prefer not to say,Employed full time,Rarely,No,,,,,,,,,,Man,,,,Prefer not to answer,Prefer not to answer,,,,,,,,,Prefer not to answer,
12831658338,English,25 to 34 years,Europe,English,Very well,No,Other,,No,,,,,,,,,Woman,,,,,No,No,,Bisexual,,,,,,,,
12831665422,English,18 to 24 years,Europe,English,Moderately well,No,Full-time university student,,No,,,,,,,,,,Man,,,,Questioning,No,,,,,,,,,Prefer not to answer,
12831676843,English,55 to 64 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831696381,English,55 to 64 years,Europe,German,Very well,No,Self-Employed full or part time,Occasionally,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12831700161,English,25 to 34 years,Europe,English,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,Questioning,No,,,,Heterosexual or straight,,,,,,
12831720424,English,45 to 54 years,Europe,German,Not very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831722620,English,18 to 24 years,Europe,German,Very well,No,Full-time university student,,No,,,,,,,,,,Man,,,,No,Questioning,,,,Heterosexual or straight,Questioning,,,,,
12831736806,English,55 to 64 years,Europe,German,Moderately well,No,Employed full time,Frequently,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,Bisexual,,,,,,,,
12831801790,English,25 to 34 years,Europe,German,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,Questioning,No,,Bisexual,,Heterosexual or straight,,,,,,
12831817591,English,35 to 44 years,Europe,German,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831818364,English,65 to 74 years,Europe,English,Very well,No,Retired,,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12831819722,English,45 to 54 years,Europe,German,Very well,No,Employed full time,Occasionally,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831833352,English,45 to 54 years,Europe,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831840334,English,35 to 44 years,Europe,All other answers,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831864226,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Occasionally,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,Questioning,No,,,,Heterosexual or straight,,,,,,
12831864874,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831871291,English,35 to 44 years,Europe,All other answers,Moderately well,Yes,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831887018,English,35 to 44 years,Europe,English,Very well,No,Self-Employed full or part time,Never,"Yes, I identify as a person with a dis/ability",,,,,,,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12831933180,English,25 to 34 years,Europe,English,Very well,No,Self-Employed full or part time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831949406,English,18 to 24 years,Europe,English,Very well,No,Self-Employed full or part time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831952203,English,45 to 54 years,Europe,German,Very well,No,Self-Employed full or part time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831957629,English,25 to 34 years,Europe,,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831966015,English,25 to 34 years,Europe,German,Very well,No,Other,,No,,,,,,,,,,Man,,,,No,No,,Bisexual,,Heterosexual or straight,,,,,,
12831976159,English,65 to 74 years,Europe,German,Moderately well,No,Retired,,No,,,,,,,,,,Man,,,,No,No,,Bisexual,,,,,,,,
12831996691,English,45 to 54 years,Europe,German,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,,,,,Heterosexual or straight,,,,,,
12832016871,English,25 to 34 years,Europe,English,Very well,No,Self-Employed full or part time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12832021646,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12832023453,English,55 to 64 years,Europe,English,Very well,No,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12832049874,English,55 to 64 years,Europe,English,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12832055250,English,35 to 44 years,Europe,French,Very well,Yes,Employed full time,Never,No,,,,,,,,,,Man,,,,Prefer not to answer,Prefer not to answer,,,,,,,,,Prefer not to answer,
12832158202,English,35 to 44 years,Europe,German,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,Bisexual,,,,,,,,
12832184635,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,Questioning,No,,Bisexual,,,,,,,,
12832190021,English,55 to 64 years,Europe,English,Moderately well,No,Retired,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12832258377,English,45 to 54 years,Europe,All other answers,Very well,No,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,,,,,,,,Woman,,,,,No,No,,,,,,,,,Prefer not to answer,
12832319312,English,35 to 44 years,Europe,All other answers,Moderately well,No,Employed part time,Rarely,No,,,,,,,,,Woman,,,,,No,No,,,,,,,,,,
12832340438,English,45 to 54 years,Europe,,Moderately well,Yes,Employed part time,Occasionally,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12832348559,English,45 to 54 years,Europe,,Very well,No,Self-Employed full or part time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12832390893,English,35 to 44 years,Europe,French,Very well,No,Self-Employed full or part time,Rarely,No,,,,,,,,,,Man,,,,No,No,Asexual,,,Heterosexual or straight,,,,,,
12832439563,English,55 to 64 years,Europe,English,Very well,No,Self-Employed full or part time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12832454877,English,35 to 44 years,Europe,,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12832483531,English,25 to 34 years,Europe,,Very well,No,Self-Employed full or part time,Never,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12832494147,English,25 to 34 years,Europe,All other answers,Moderately well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12832529374,English,45 to 54 years,Europe,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12832545499,English,45 to 54 years,Europe,German,Very well,No,Permanently not working due to dis/ability or other commitments,,"Yes, I identify as a person with a dis/ability",,,,,,,,,,,Non-binary / third gender,,,Yes,No,Asexual,,,,,Lesbian,,,,None of the above
12832549410,English,55 to 64 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12832590933,English,35 to 44 years,Europe,All other answers,Moderately well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12832671724,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,,
12832675613,English,35 to 44 years,Europe,All other answers,Moderately well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12832696197,English,35 to 44 years,Europe,,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12832700130,English,45 to 54 years,Europe,All other answers,Moderately well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
